Lon;Lat;Label;Annotation
14.6201227261;35.3260823995;6;Thickness > 2m
14.6722187715;35.3261007484;6;1.81
15.3054252103;35.3261087324;6;dr
15.5129679915;35.3261130247;6;Thickness > 3m
14.6712533590;35.3261326738;6;1.15
15.6074190976;35.3261495546;6;Thickness > 2m
14.7006294843;35.3263094082;6;Soft CLAY
14.6659105567;35.3263141440;6;Thickness > 2m
15.5897940293;35.3263350281;6;Thickness > 3m
14.6202865145;35.3263375182;6;fs
14.6351624606;35.3264150644;6;Clayey SAND
15.2989112701;35.3264928642;6;Silty CLAY
15.2883314531;35.3265464511;6;Soft CLAY
15.4979418500;35.3265687050;6;Soft CLAY
15.3271237376;35.3265727156;6;fs
15.5297093337;35.3265902819;6;Thickness > 3m
15.5074102010;35.3266332879;6;Very Soft Sandy CLAY
14.6509062802;35.3266376470;6;r
15.3109674529;35.3266710111;6;Silty CLAY
15.3252948908;35.3266973069;6;Silty CLAY
15.3179551408;35.3267036534;6;dr
15.5625648559;35.3267121753;6;pm
15.5832235249;35.3268467907;6;Soft CLAY
15.3477262378;35.3268632710;6;Soft CLAY
14.5930187626;35.3268676056;6;Soft CLAY
14.6708331211;35.3268800541;6;2.08
15.5546612263;35.3269927373;6;Thickness > 3m
14.8071796635;35.3270064471;6;r
14.6491206170;35.3270208909;6;r
14.6711460595;35.3270988445;6;2.04
14.6279993268;35.3271216977;6;fs
15.5701761048;35.3271243348;6;Soft CLAY
14.6199127157;35.3271536331;6;r
14.6578394509;35.3271748828;6;fs
14.8095587785;35.3272429328;6;r
15.3515815668;35.3272626003;6;Thickness > 3m
14.7694842370;35.3272649768;6;r
15.2937322769;35.3272854348;6;dr
15.3022903144;35.3272973232;6;dr
15.2963583473;35.3273006686;6;Soft CLAY
14.8081266901;35.3273375282;6;r
14.8104827080;35.3273564458;6;r
15.4857640449;35.3273731538;6;Thickness > 2m
14.5801555029;35.3273978093;6;Soft CLAY
15.3001302416;35.3274048166;6;Thickness > 3m
14.8020757387;35.3274341403;6;Soft CLAY
15.3127425179;35.3274348156;6;dr
15.5672947916;35.3274380655;6;Thickness > 3m
15.5312977414;35.3274814944;6;Silty CLAY
14.6119810304;35.3275079952;6;Thickness > 1m
14.6403130963;35.3275439514;6;Soft Clayey SILT
15.5487777754;35.3276131697;6;Thickness > 3m
15.5561870459;35.3276151098;6;fs
14.6470389346;35.3276778763;6;r
14.6450396633;35.3276851727;6;r
15.3582540243;35.3277057540;6;Soft CLAY
15.4789632689;35.3277242186;6;Soft CLAY
15.3393317793;35.3277404664;6;fs
14.6764939460;35.3277423316;6;Thickness > 2m
14.6662768210;35.3277507674;6;fs
15.5026744205;35.3277705833;6;Thickness > 3m
15.2822008383;35.3277850493;6;Thickness > 3m
14.6196109858;35.3277869193;6;r
14.6210630652;35.3277946419;6;r
15.3221658257;35.3278020679;6;dr
14.6495598711;35.3278108355;6;r
14.7854532151;35.3278134307;6;Thickness > 2m
15.5470505981;35.3278185271;6;Silty CLAY
15.5250862721;35.3278398324;6;pm
15.4688610356;35.3278616849;6;Thickness > 1m
15.3333220899;35.3278800790;6;Thickness > 3m
14.6325742666;35.3278855890;6;Clayey SAND
14.7777670166;35.3279334761;6;Soft CLAY
15.5264343000;35.3279995569;6;pm
14.8052090538;35.3280672190;6;r
14.7965032760;35.3280760262;6;Thickness > 2m
14.6202144469;35.3281576213;6;r
15.5258323536;35.3281592850;6;pm
15.3049838933;35.3282078757;6;dr
14.5685531484;35.3282094957;6;Soft CLAY
14.6228168740;35.3282194031;6;r
14.5892193918;35.3282662449;6;Thickness > 3m
14.8060936567;35.3282715754;6;r
14.6213647961;35.3283429707;6;r
14.5585634540;35.3283587467;6;Soft CLAY
15.5378759106;35.3284339979;6;Thickness > 2m
15.4544418016;35.3284409731;6;Silty CLAY
15.2751646501;35.3284541645;6;fs
14.6712470480;35.3284596950;6;buried rock
14.8057817784;35.3284991546;6;r
14.6234769107;35.3285437653;6;r
15.2875768261;35.3286109162;6;dr
15.2890142247;35.3286176463;6;dr
14.8037914207;35.3286570669;6;r
14.8047100466;35.3286617109;6;r
15.2936290872;35.3286643175;6;dr
14.6219588287;35.3286905013;6;r
14.6196204151;35.3287291170;6;r
15.2710890077;35.3287993833;6;Thickness > 3m
15.2845788207;35.3288194883;6;dr
14.8061163397;35.3288196212;6;r
14.5425394318;35.3288312743;6;Soft CLAY
15.2657442738;35.3289361004;6;fs
15.3063776767;35.3289463207;6;Silty CLAY
15.5262107208;35.3289681890;6;Thickness > 3m
15.3158175198;35.3289744710;6;Thickness > 3m
14.6172495943;35.3289906036;6;Soft CLAY
14.8050786324;35.3290564881;6;r
15.3283338023;35.3290611444;6;fs
15.4463109368;35.3290885931;6;Thickness > 1m
15.3454059402;35.3291088591;6;Thickness > 3m
15.3202095754;35.3291252253;6;Silty CLAY
15.4238781351;35.3291392410;6;r
15.3251965156;35.3291588280;6;dr
15.4230883605;35.3291852716;6;sr
15.2862051492;35.3291895382;6;dr
15.4267918354;35.3291905821;6;Thickness > 1m
15.4250678428;35.3291981596;6;r
15.5182466928;35.3292029801;6;Very Soft Sandy CLAY
15.2759513191;35.3292429473;6;dr
14.8041997002;35.3293119316;6;r
15.4196594358;35.3293298118;6;fs
14.7943225720;35.3294449952;6;Soft CLAY
15.3513225034;35.3294697501;6;Soft CLAY
15.4239380246;35.3295521367;6;sr
14.8224237819;35.3295591267;6;Soft CLAY
15.2814116720;35.3295637022;6;Soft CLAY
14.6088308067;35.3295668327;6;Soft CLAY
15.4600685627;35.3295796159;6;Thickness > 1m
14.5828615318;35.3295863715;6;POSSIBLE FRANCE - ISRAEL
15.3602292230;35.3296170216;6;Thickness > 3m
15.2889977897;35.3296201307;6;dr
14.5266041995;35.3296308791;6;Soft CLAY
14.8067339461;35.3297089854;6;Thickness > 1m
15.2720823232;35.3297489296;6;fs
15.4800741794;35.3297972798;6;Thickness > 2m
15.2607667553;35.3298418939;6;Thickness > 3m
15.3702165761;35.3298546723;6;Thickness > 3m
15.4379122144;35.3298672398;6;Silty CLAY
15.2987521503;35.3299059466;6;dr
15.3047659775;35.3299236455;6;Thickness > 3m
15.3245576632;35.3299292821;6;Thickness > 2m
15.2929379690;35.3299851523;6;Thickness > 3m
14.8149115177;35.3299999339;6;FRANCE - ISRAEL
15.2780865627;35.3301604757;6;dr
15.4324237256;35.3302331620;6;Thickness > 1m
14.5683041895;35.3302428823;6;Thickness > 3m
14.5475037339;35.3302550999;6;Thickness > 3m
15.4083402077;35.3302620531;6;Thickness > 1m
15.4025674434;35.3302807815;6;Soft CLAY
15.3991752763;35.3303445843;6;Thickness > 1m
15.4942273942;35.3304042210;6;Thickness > 2m
15.3351813896;35.3304049495;6;fs
14.5958799668;35.3304548293;6;Soft CLAY
15.3324119500;35.3304805971;6;Thickness > 2m
15.4150559229;35.3305067416;6;Thickness > 1m
15.3130906578;35.3305312988;6;Silty CLAY
15.3917614509;35.3305541776;6;Thickness > 2m
15.2490635367;35.3305672297;6;fs
15.3265653811;35.3305762552;6;r
15.3431429091;35.3306319963;6;fs
15.2747728406;35.3306383482;6;dr
15.3104334963;35.3306391936;6;dr
14.8392573657;35.3306628832;6;Soft CLAY
15.3773299439;35.3307107319;6;fs
15.3662784029;35.3307230599;6;Soft CLAY
15.4746655806;35.3307443265;6;Soft CLAY
14.5102250801;35.3308302473;6;Soft CLAY
15.2881769974;35.3308534859;6;Soft CLAY
15.4884093840;35.3308838931;6;Soft CLAY
15.3293771225;35.3308893301;6;r
15.3547924178;35.3309437639;6;Thickness > 2m
14.5176118328;35.3310074149;6;FRANCE - ISRAEL
15.2858010558;35.3310291032;6;dr
15.3249522037;35.3310326069;6;r
14.8246926240;35.3311624740;6;Thickness > 3m
14.5746424365;35.3311888944;6;Soft CLAY
15.2536715370;35.3311897518;6;Soft Sandy CLAY
15.2435686351;35.3312236442;6;fs
15.2465588457;35.3312573484;6;Thickness > 2m
14.8047626754;35.3312663138;6;Soft CLAY
14.8338428361;35.3312798899;6;Thickness > 3m
15.4687904520;35.3314868964;6;Thickness > 2m
14.4872442900;35.3315255954;6;Soft CLAY
14.8489616291;35.3315754919;6;Thickness > 3m
14.5632966313;35.3316050846;6;Soft CLAY
15.4587606741;35.3316090369;6;r
15.2819324129;35.3316346244;6;dr
14.5288727643;35.3318403131;6;Thickness > 3m
14.8524605536;35.3319685997;6;Soft CLAY
15.4248925670;35.3320171414;6;Thickness > 1m
15.2464245504;35.3320736334;6;fs
15.3616945072;35.3321003432;6;Soft CLAY
15.3841244828;35.3321790939;6;Thickness > 3m
14.5509287845;35.3322111181;6;Soft CLAY
15.2757131418;35.3322492474;6;fs
15.2676773633;35.3323529728;6;Dense pattern of biogenic concretion area on fine sediment
14.8131325412;35.3323932403;6;Soft CLAY
15.4457781161;35.3324209656;6;Silty CLAY
15.4201796540;35.3324761408;6;fs
14.4652496195;35.3326347528;6;Soft CLAY
14.5363695583;35.3326472819;6;Soft CLAY
15.2383682757;35.3327223842;6;Silty CLAY
15.4328930744;35.3328882918;6;Thickness > 3m
15.2702325905;35.3329026978;6;Thickness > 3m
15.4119097476;35.3329049913;6;Soft CLAY
14.5048839933;35.3329190095;6;Thickness > 3m
15.3771898684;35.3329221431;6;Thickness > 3m
15.4302969643;35.3329237818;6;r
14.8580995708;35.3329520974;6;Thickness > 3m
14.4833744262;35.3329541414;6;Thickness > 3m
15.3703140817;35.3329592419;6;Thickness > 3m
15.4053118962;35.3330176557;6;Thickness > 1m
15.3802193912;35.3330183182;6;fs
14.8685656688;35.3330373989;6;Silty CLAY
14.4482056503;35.3331504359;6;Soft CLAY
15.4305165972;35.3331704660;6;sr
14.8187026518;35.3332739856;6;Thickness > 3m
15.3967606180;35.3333035976;6;Soft CLAY
14.8788937855;35.3333253391;6;Thickness > 3m
15.3734154182;35.3333427263;6;Soft CLAY
15.3930812201;35.3334301275;6;Thickness > 2m
15.3845281086;35.3334353470;6;fs
14.5167944793;35.3335195323;6;Soft CLAY
15.4127452897;35.3335288153;6;Thickness > 1m
14.8402028238;35.3336292884;6;Thickness > 3m
15.2536054481;35.3337512019;6;Thickness > 2m
15.3889390864;35.3337821707;6;Soft CLAY
14.4404030117;35.3338549677;6;Soft CLAY
14.4293517869;35.3339727017;6;Soft CLAY
14.8956254262;35.3340109557;6;Thickness > 3m
14.4557437509;35.3340136042;6;Thickness > 3m
15.2626261311;35.3340140674;6;Soft Sandy CLAY
15.4050407859;35.3340372494;6;Soft CLAY
14.8306220103;35.3341532296;6;Soft CLAY
15.3940346009;35.3342240315;6;Thickness > 1m
15.2275758562;35.3342288561;6;Silty CLAY
15.3812711285;35.3344918034;6;fs
14.8650202996;35.3346629784;6;POSSIBLE FRANCE - ISRAEL
14.4949524685;35.3348587207;6;Soft CLAY
15.2187372602;35.3348904332;6;Dense pattern of biogenic concretion area on fine sediment
14.9055608676;35.3349371897;6;Silty CLAY
15.2041080067;35.3349719908;6;fs
14.8875043950;35.3350248000;6;Silty CLAY
14.8451965029;35.3350779546;6;Soft CLAY
15.2491209076;35.3351759628;6;Soft Sandy CLAY
14.4119269109;35.3352325015;6;Soft CLAY
15.2398787795;35.3352665234;6;Dense pattern of biogenic concretion area on fine sediment
14.4735157640;35.3352773256;6;Soft CLAY
15.2116726740;35.3352960618;6;fs
14.8537596132;35.3353597136;6;Thickness > 3m
14.4705848104;35.3355160408;6;ARIANE 2
14.9180695860;35.3355253941;6;Silty CLAY
15.2264858294;35.3357364197;6;Thickness > 2m
14.4583611643;35.3357607712;6;Soft CLAY
14.8586415028;35.3357938501;6;Soft CLAY
14.9243163251;35.3358131316;6;Thickness > 3m
15.1943501272;35.3358720880;6;fs
14.9095072226;35.3359800765;6;Thickness > 3m
14.8689805571;35.3360502589;6;Silty CLAY
14.3719417568;35.3362480290;6;Soft CLAY
14.4350602985;35.3362811619;6;Thickness > 3m
15.2341225651;35.3363568625;6;Silty CLAY
14.8962705683;35.3363952747;6;Silty CLAY
14.3914218273;35.3364158914;6;Soft CLAY
15.1884452952;35.3364910561;6;Thickness > 1m
14.9404485897;35.3364940990;6;Thickness > 3m
14.9366787786;35.3365834816;6;Silty CLAY
14.8753993586;35.3366615160;6;Thickness > 3m
14.4162802752;35.3367813822;6;Thickness > 3m
14.4431508554;35.3368798706;6;Soft CLAY
15.2003696705;35.3368803742;6;fs
14.8801593361;35.3370444177;6;Silty CLAY
15.2165105721;35.3371684089;6;fs
14.8908887428;35.3371730544;6;Thickness > 3m
14.9111456948;35.3372901642;6;Silty CLAY
15.2080325080;35.3373498654;6;Thickness > 2m
14.3972147770;35.3374370313;6;Thickness > 3m
14.9582310161;35.3374522373;6;r
15.1690186151;35.3374667349;6;fs
14.9546526778;35.3374669830;6;Thickness > 3m
14.9578499087;35.3375317954;6;sr
14.9694645449;35.3376026749;6;FRANCE - ISRAEL
14.9259967055;35.3376142533;6;Silty CLAY
14.9647615414;35.3376476665;6;fs
15.1737180279;35.3377685558;6;Soft CLAY
15.1786994334;35.3377941473;6;Dense pattern of biogenic concretion area on fine sediment
14.8997023657;35.3378196378;6;Thickness > 3m
14.9545468883;35.3378830488;6;FRANCE - ISRAEL
14.4220602427;35.3379230969;6;Soft CLAY
14.9609259511;35.3379812289;6;sr
14.3584717156;35.3379890395;6;Thickness > 3m
14.9727739516;35.3379905269;6;fs
15.1691613382;35.3380302301;6;Thickness > 1m
14.3643106656;35.3380473287;6;dr
14.9765568043;35.3380646564;6;fs
14.9664479489;35.3380877436;6;Thickness > 3m
14.3809604799;35.3381329862;6;dr
14.9110432952;35.3382034720;6;FRANCE - ISRAEL
14.9609112441;35.3382213750;6;r
14.3522467815;35.3382606721;6;Soft CLAY
14.3322491513;35.3382677845;6;Thickness > 3m
14.9601456323;35.3382916644;6;sr
15.1271471322;35.3383007880;6;fs
14.9358956436;35.3383115989;6;FRANCE - ISRAEL
14.9854283162;35.3383218742;6;Thickness > 2m
14.9801687880;35.3383706425;6;fs
14.3998786086;35.3384519729;6;Soft CLAY
15.1532726746;35.3385190032;6;Thickness > 1m
15.1225217613;35.3385417266;6;fs
14.3043432348;35.3386099540;6;Thickness > 3m
15.1141913000;35.3386412135;6;fs
15.1387857130;35.3386615509;6;Soft CLAY
14.9847571530;35.3387343122;6;fs
15.1360286469;35.3387512044;6;Thickness > 1m
14.9865965492;35.3388292713;6;fs
15.1301114649;35.3388460613;6;Thickness > 1m
15.1220481653;35.3388554040;6;Thickness > 1m
15.1041164032;35.3389124127;6;fs
14.3747442055;35.3389180058;6;Thickness > 3m
15.1103589581;35.3389355722;6;fs
14.3099837311;35.3390791020;6;Thickness > 3m
14.2967299762;35.3391562452;6;Soft CLAY
14.9629525151;35.3391758376;6;r
15.1965862145;35.3392089959;6;Dense pattern of biogenic concretion area on fine sediment
14.9637136160;35.3392275897;6;sr
14.9791599876;35.3392739992;6;fs
15.1068699892;35.3392750454;6;Thickness > 2m
15.1136116659;35.3392771154;6;Thickness > 2m
14.9678545491;35.3392971292;6;fs
14.9610083484;35.3393063578;6;Thickness > 3m
14.9946403201;35.3393150897;6;Thickness > 3m
14.3826190656;35.3393733575;6;Soft CLAY
15.0847915061;35.3393736637;6;Thickness > 2m
15.0682626866;35.3393887400;6;Thickness > 2m
15.1628084734;35.3394150098;6;Dense pattern of biogenic concretion area on fine sediment
14.9628315163;35.3394685214;6;sr
15.1018998448;35.3394730433;6;fs
14.9761849976;35.3395147122;6;Thickness > 3m
15.0062202515;35.3395148503;6;fs
15.1496240657;35.3395163630;6;Soft CLAY
15.0741136903;35.3395194073;6;fs
15.0954054553;35.3395237704;6;Thickness > 1m
15.0785708188;35.3395322749;6;Thickness > 2m
14.9401537757;35.3397162990;6;Silty CLAY
15.1873023522;35.3397213425;6;Soft CLAY
15.0012363260;35.3397865315;6;Thickness > 3m
15.0120498761;35.3397890515;6;Thickness > 2m
15.0169524704;35.3398021006;6;fs
14.9210416726;35.3398302022;6;Silty CLAY
15.1313936554;35.3398622042;6;fs
15.0211438378;35.3398803159;6;Thickness > 3m
14.9350593697;35.3398982259;6;Thickness > 2m
15.0911760428;35.3399196406;6;Thickness > 1m
14.9910451004;35.3399647413;6;Reworked Soft CLAY
15.0522265589;35.3399680524;6;Thickness > 2m
14.9309702408;35.3399906037;6;Silty CLAY
15.0320442995;35.3399920468;6;fs
15.0341263495;35.3400237857;6;Thickness > 3m
14.9831468271;35.3400361986;6;fs
14.9544674366;35.3400809959;6;Silty CLAY
15.0463911302;35.3401766032;6;Thickness > 2m
14.9666731691;35.3401766202;6;r
15.1207406004;35.3402143425;6;fs
14.9662977189;35.3402191041;6;sr
15.0573092213;35.3402379626;6;Very Soft Sandy CLAY
14.2900641079;35.3402615221;6;Thickness > 3m
15.0807788601;35.3403089364;6;Soft CLAY
14.3296454532;35.3403217263;6;Soft CLAY
14.3440806916;35.3403956967;6;Thickness > 3m
14.3636363192;35.3404050979;6;Soft CLAY
15.1701016771;35.3404268610;6;fs
15.0951419450;35.3405459634;6;Soft CLAY
14.9638059378;35.3405851764;6;fs
15.0760608552;35.3406069767;6;Thickness > 2m
15.1292647958;35.3406698858;6;Thickness > 1m
15.1790361722;35.3406982598;6;Soft CLAY
15.0646373698;35.3407089520;6;Very Soft Sandy CLAY
15.0429099771;35.3407174346;6;Silty CLAY
14.9448930993;35.3408229469;6;Silty CLAY
14.2953659989;35.3408493695;6;dr
15.1039937405;35.3408666454;6;Thickness > 1m
14.9796842134;35.3408794296;6;Dense pattern of biogenic concretion area on fine sediment
15.1606189887;35.3409253944;6;Soft CLAY
15.0104950472;35.3409921506;6;fs
15.1242463843;35.3410066172;6;fs
15.0165467573;35.3410618240;6;Thickness > 2m
15.0264597701;35.3411311233;6;fs
14.2839841348;35.3411359567;6;Soft CLAY
14.3226563301;35.3411654332;6;Soft CLAY
15.1091715194;35.3412104940;6;fs
15.0545263345;35.3412252506;6;Silty CLAY
14.3192498622;35.3412383020;6;Thickness > 3m
15.1742334657;35.3413383328;6;Thickness > 2m
15.1142619714;35.3414083904;6;Thickness > 1m
15.0591895475;35.3414336740;6;Thickness > 3m
14.3393315470;35.3414693697;6;Soft CLAY
14.9611156196;35.3415117311;6;Thickness > 2m
15.0551273339;35.3415850114;6;Thickness > 2m
15.0694888906;35.3416037445;6;Very Soft Sandy CLAY
15.1172546594;35.3416125072;6;fs
15.1458808631;35.3416474218;6;Thickness > 1m
15.0351825433;35.3416877927;6;fs
14.9765421332;35.3417258603;6;fs
14.9538554549;35.3417342292;6;Thickness > 3m
15.0845418119;35.3417567684;6;Soft CLAY
15.0420145874;35.3417611926;6;Thickness > 3m
15.0145832433;35.3418360763;6;fs
14.3088946324;35.3418428923;6;Soft CLAY
15.1100466301;35.3418834180;6;Thickness > 2m
15.1671187146;35.3419193012;6;fs
15.1365597282;35.3419249888;6;Dense pattern of biogenic concretion area on fine sediment
15.0055940245;35.3419422325;6;Thickness > 3m
15.0816607574;35.3419776140;6;Thickness > 2m
15.0447658732;35.3420781467;6;Thickness > 2m
15.1272729593;35.3422144337;6;Thickness > 1m
14.9946784574;35.3422372501;6;Thickness > 3m
14.9707284562;35.3423410095;6;Thickness > 3m
15.0258701788;35.3423667045;6;Thickness > 3m
15.1313843800;35.3423706807;6;Soft CLAY
14.9792024811;35.3424223313;6;Thickness > 2m
15.0979515215;35.3424542917;6;Dense pattern of biogenic concretion area on fine sediment
15.1190918926;35.3424707953;6;fs
15.1059295929;35.3425044826;6;Thickness > 1m
15.1011591121;35.3426004431;6;fs
15.1078596805;35.3426282341;6;fs
14.9884064345;35.3426288040;6;Thickness > 3m
15.1253829392;35.3426513798;6;fs
14.2997228860;35.3427427287;6;Thickness > 3m
15.0963249014;35.3427432888;6;Thickness > 1m
15.0669306225;35.3427594439;6;Thickness > 3m
14.9723272551;35.3427951774;6;fs
15.1141700896;35.3428274497;6;fs
15.1203546989;35.3428544240;6;Thickness > 1m
14.9755898949;35.3428878353;6;fs
15.0190789277;35.3429018975;6;rs
15.0917846493;35.3429237453;6;Thickness > 1m
15.0001683677;35.3429819018;6;Reworked Soft CLAY
15.1015393975;35.3429930365;6;Thickness > 2m
14.9857571224;35.3429975839;6;Reworked Soft CLAY
15.1100875495;35.3430081442;6;fs
15.0846336158;35.3430122057;6;Thickness > 2m
15.0598786768;35.3430789228;6;Very Soft Sandy CLAY
14.9797265085;35.3431016993;6;fs
15.0115539737;35.3431325127;6;Thickness > 3m
15.0739949522;35.3431564428;6;fs
15.0888954972;35.3431952016;6;Soft CLAY
15.0039810804;35.3432121182;6;fs
15.0213064321;35.3433093929;6;fs
14.2901435557;35.3433608119;6;Soft CLAY
15.0776435381;35.3433685391;6;Thickness > 2m
15.0699873622;35.3434242079;6;Thickness > 2m
15.0520758392;35.3435348379;6;Dense pattern of biogenic concretion area on fine sediment
15.0946229292;35.3435865370;6;r
15.0558176680;35.3436881279;6;Silty CLAY
15.0450109275;35.3437454691;6;Silty CLAY
15.0050148442;35.3437574554;6;rs
15.0595310983;35.3437603862;6;Thickness > 3m
15.0190596979;35.3437655995;6;rs
15.0292453342;35.3437773209;6;fs
15.0337694400;35.3437805268;6;Thickness > 3m
14.2646235296;35.3437983719;6;Thickness > 3m
15.0405656195;35.3438004733;6;fs
15.0225321340;35.3438127060;6;rs
15.0490431457;35.3438738110;6;Thickness > 3m
14.2792591812;35.3439444583;6;Thickness > 3m
15.0532242003;35.3441789731;6;Silty CLAY
14.2753970575;35.3453992947;6;Soft CLAY
14.2645396391;35.3471245136;6;Soft CLAY
14.2537834293;35.3490522426;6;Soft CLAY
14.2461157841;35.3525869425;6;Soft CLAY
14.2514460554;35.3529449247;6;Thickness > 3m
14.2404350116;35.3587077853;6;Soft CLAY
14.2325578687;35.3593112402;6;Soft CLAY
14.2272933897;35.3614322997;6;Thickness > 3m
14.2325890032;35.3622957834;6;dr
14.2278238482;35.3648689513;6;Soft CLAY
14.2182142648;35.3681082912;6;Soft CLAY
14.2184165186;35.3700826145;6;Thickness > 3m
14.2131450129;35.3735710585;6;Soft CLAY
14.2045919715;35.3747375938;6;Soft CLAY
14.2026949446;35.3779070090;6;Thickness > 3m
14.2006141613;35.3799844221;6;Soft CLAY
14.1939354928;35.3803334774;6;Thickness > 3m
14.1906356306;35.3844923960;6;Soft CLAY
14.1840071739;35.3860597276;6;Soft CLAY
14.1824911874;35.3893142932;6;Thickness > 3m
14.1704917453;35.3908092163;6;dr
14.1792033851;35.3918479551;6;Soft CLAY
14.1748006699;35.3923925155;6;dr
14.1703318038;35.3933759922;6;Soft CLAY
14.1617636881;35.3963398727;6;Thickness > 3m
14.1633279457;35.3996150816;6;Soft CLAY
14.1507479143;35.4026661610;6;Soft CLAY
14.1537784873;35.4045360332;6;Thickness > 3m
14.1364498263;35.4076773771;6;Soft CLAY
14.1443006702;35.4088417237;6;Soft CLAY
14.1415900716;35.4098331641;6;Thickness > 3m
14.1281028237;35.4105319025;6;Thickness > 3m
14.1260532819;35.4118415923;6;fs
14.1296093645;35.4119915692;6;Drifting Buoy Spot Location
14.1351988899;35.4122289210;6;Soft CLAY
14.1340031405;35.4126636142;6;fs
14.1202745197;35.4151286633;6;Soft CLAY
14.1177855368;35.4153248232;6;sr
14.1265896175;35.4155046940;6;scattered boulders (2.5mx0.5m)
14.1171102016;35.4155648480;6;r
14.1285500431;35.4156362193;6;sr
14.1250195785;35.4161004600;6;sr
14.1272604205;35.4161314685;6;r
14.1226800977;35.4162347062;6;sr
14.1231021589;35.4165943294;6;r
14.1147813969;35.4167527069;6;sr
